"source","text","nwords","contains_url","sentiment","dow","day","hour"
"Android",".@JebBush is a sad case. A total embarrassment to both himself and his family, he just announced he will continue to spend on Trump hit ads!",26,FALSE,"negative","Saturday",1,7.1725
"Android",".@JebBush is a low energy ""stiff"" who should focus his special interest money on the many people ahead of him in the polls. Has no chance!",26,FALSE,"positive","Saturday",1,7.28666666666667
"Android","Hillary Clinton said that it is O.K. to ban Muslims from Israel by building a WALL, but not O.K. to do so in the U.S. We must be vigilant!",29,FALSE,"positive","Saturday",1,8.38333333333333
"Android","Hillary Clinton doesn't have the strength or stamina to be president. Jeb Bush is a low energy individual, but Hillary is not much better!",24,FALSE,"positive","Saturday",1,15.0047222222222
"Android","I hope Bill Clinton starts talking about women's issues so that voters can see what a hypocrite he is and how Hillary abused those women!",25,FALSE,"anticipation","Saturday",1,15.0827777777778
"Android","When I look at all of the money the special interests and lobbyists are giving to candidates, beware - the candidates are mere puppets $$$$!",25,FALSE,"positive","Saturday",1,16.0194444444444
"Android","Remember, I am self-funding my campaign, the only one in either party. I'm not controlled by lobbyists or special interests-only the U.S.A.!",22,FALSE,"joy","Saturday",1,16.1261111111111
"iOS","Heading to Biloxi, Mississippi. Massive crowds expected. Thank you for your support! #VoteTrump2016 https://t.co/1VMngEMLzT",14,TRUE,"anticipation","Saturday",1,17.7044444444444
"Android","Just arrived in Mississippi for the rally. Word is that the crowd is overflowing and massive. Will be an amazing evening!",21,FALSE,"positive","Saturday",1,19.4125
"iOS","Thank you #Biloxi, #Mississippi! Remember this night &amp; spread the word to get out &amp; #VoteTrump2016! https://t.co/hfYdkY5DKq",17,TRUE,"positive","Saturday",1,23.8919444444444
"Android","Just returned from Mississippi - a great evening.",8,FALSE,NA,"Sunday",2,0.611111111111107
"Android","Hillary Clinton lied last week when she said ISIS made a D.T. video. The video that ISIS made was about her husband being a degenerate.",25,FALSE,"negative","Sunday",2,8.98888888888889
"Android","Al-Shabbab, not ISIS, just made a video on me - they all will as front-runner &amp; if I speak out against them, which I must. Hillary lied!",27,FALSE,NA,"Sunday",2,9.20055555555555
"Android","Hillary said that guns don't keep you safe. If she really believes that she should demand that her heavily armed bodyguards quickly disarm!",23,FALSE,"negative","Sunday",2,9.45527777777777
"iOS","Thank you for your support in Biloxi, MS! Let's ALL get out &amp; VOTE in 2016, so we can #MakeAmericaGreatAgain! https://t.co/RSZF12Kyhn",21,TRUE,"anger","Sunday",2,11.7597222222222
"Android","Does anybody remember when Bill Clinton, in 2008, worked long and hard for Hillary? She LOST! Now Bill is at it again. Just watch.",24,FALSE,"anticipation","Sunday",2,12.9238888888889
"Android",".@chucktodd said today on @meetthepress that ""attacking Bill to get to Hillary has never worked before."" Wrong - attacked him in '08 &amp; won!",24,FALSE,"negative","Sunday",2,13.2247222222222
"Android",".@RuthMarcus of the @washingtonpost was terrible today on Face The Nation.No focus, poor level of concentration-but correct on Hillary lying",20,FALSE,"anger","Sunday",2,14.0655555555556
"Android","Iran, with all of the money and all else given to them by Obama, has wanted a way to take over Saudi Arabia &amp; their oil. THEY JUST FOUND IT!",30,FALSE,"joy","Sunday",2,15.0161111111111
"iOS","The worst thing Hillary could do is have her husband campaign for her. Just watch.",15,FALSE,"anticipation","Sunday",2,18.3130555555556
"iOS","By the way, Hillary &amp; the MSM forgot to mention that Hillary is in the 
Al-Shabaab terror video. https://t.co/gRannsRXJr",19,TRUE,"fear","Sunday",2,18.3291666666667
"Android","The rally in Lowell, Massachusetts, was amazing. 10,000 people going wild. MAKE AMERICA GREAT AGAIN!",15,FALSE,"negative","Monday",3,21.3494444444444
"iOS","I am in New Hampshire. Just received great news from Reuters poll. Thank you for your support! https://t.co/yzp9dGfbce",18,TRUE,"positive","Tuesday",4,19.4752777777778
"Android","Germany is going through massive attacks to its people  by the migrants allowed to enter the country. New Years Eve was a disaster. THINK!",25,FALSE,"anger","Wednesday",5,9.42444444444445
"iOS","HAPPY BIRTHDAY to my son, @EricTrump! Very proud of you!
https://t.co/ZHMKIqnUwL https://t.co/IJzW2NDJyA",11,TRUE,"anticipation","Wednesday",5,10.0327777777778
"iOS","Huge crowd expected tomorrow night! VT Police say first come, first serve. Arrive early!",14,FALSE,"anticipation","Wednesday",5,15.3780555555556
"iOS","Do you believe that @UnionLeader in NH was demanding ads? Look at enclosed letter from them, just received: https://t.co/NucdHBZAH9",19,TRUE,"anticipation","Wednesday",5,18.2566666666667
"Android","The failing @UnionLeader newspaper in N.H. just sent The Trump Organization a letter asking that we take ads. How stupid, how desperate!",22,FALSE,"anticipation","Thursday",6,6.11194444444444
"Android",".@Macys was one of the worst performing stocks on the S&amp;P last year, plunging 46%. Very disloyal company. Another win for Trump! Boycott.",23,FALSE,"negative","Thursday",6,6.26499999999999
"Android","It was a very wise move that Ted Cruz renounced his Canadian citizenship 18 months ago. Senator John McCain is certainly no friend of Ted!",25,FALSE,"positive","Thursday",6,6.48083333333334
"Android","I will be in beautiful Burlington, Vermont, tonight for a rally. Will be great fun. MAKE AMERICA GREAT AGAIN!",19,FALSE,"joy","Thursday",6,8.29444444444444
"Android","Man shot inside Paris police station. Just announced that terror threat is at highest level. Germany is a total mess-big crime. GET SMART!",23,FALSE,"negative","Thursday",6,8.40861111111111
"iOS","We could only get a small fraction of this 25k crowd in. The movement to Make America Great Again is unbelievable! https://t.co/NHPdGm57YJ",22,TRUE,"negative","Thursday",6,21.3852777777778
"Android","Great time in Burlington, Vermont. Crowd was amazing.",8,FALSE,"anticipation","Thursday",6,22.1372222222222
"Android","Hank Greenberg, formerly of AIG, gave $10 million to the @JebBush campaign 3 months ago. He is not happy, a total waste of money!",24,FALSE,"anticipation","Friday",7,10.9547222222222
"iOS","On my way to South Carolina. Big Crowd--- look forward to it!",12,FALSE,"positive","Friday",7,16.3338888888889
"iOS","I hope all workers demand that their @Teamsters reps endorse Donald J. Trump. Nobody knows jobs like I do! Don’t let them sell you out!",25,FALSE,"surprise","Friday",7,17.0597222222222
"iOS","Love seeing union &amp; non-union members alike are defecting to Trump. I will create jobs like no one else. Their #Dem leaders can’t compete!",24,FALSE,"joy","Friday",7,17.1555555555556
"iOS","#MakeAmericaGreatAgain #Trump2016 https://t.co/3HmclWL9GT",3,TRUE,NA,"Friday",7,17.6025
"iOS","#FoxNews Poll - THANK YOU!
#MakeAmericaGreatAgain #Trump2016 https://t.co/dKuyzLRTZ3",7,TRUE,"trust","Friday",7,18.2097222222222
"Android","Will be at venue, in wonderful South Carolina, very soon. Big traffic back-up, tremendous crowd! Will be wild.",18,FALSE,"surprise","Friday",7,18.6602777777778
"iOS","Great even in SC tonight! Fire Marshall would not let everyone in-- 5,000 turned away. Thank you for coming!",19,FALSE,"anticipation","Friday",7,21.145
"Android","Pat Buchanan gave a fantastic interview this morning on @CNN - way to go Pat, way ahead of your time!",20,FALSE,"anticipation","Saturday",8,9.37666666666665
"Android","South Carolina rally last night was so unbelievably exciting (and fun). I am now off to Iowa for two big rallies - packed houses. Love it!",26,FALSE,"joy","Saturday",8,9.44111111111111
"Android","Constitutional law expert  #Laurence Tribe of Harvard says ""wrong to say it (natural born citizen) is a settled matter-it isn't settled).",22,FALSE,"trust","Saturday",8,10.6955555555556
"iOS","Thank you, @TheFix- Chris Cillizza. It is a true person of character that can change his opinion &amp; do what is right. https://t.co/0VxlT9iEbr",23,TRUE,"fear","Saturday",8,11.0880555555555
"iOS",".@JonahNRO, watched on @seanhannity and appreciate your statements --- I have been waiting for them for a long time. Thank you.",21,FALSE,"anticipation","Saturday",8,11.1155555555556
"iOS","Thank you so much. Earnest must have been a great person. https://t.co/2DZp7YOadj https://t.co/2YtLlEwceB",13,TRUE,"positive","Saturday",8,12.3316666666666
"iOS","(1/2) Time Magazine has me on the cover this week. David Von Drehle has written one of the best stories I have ever had.",24,FALSE,"anticipation","Saturday",8,12.935
"iOS","(2/2) David brilliantly tells it like it is -- the real deal! Read it! 
https://t.co/9n5CCrefKn",15,TRUE,"positive","Saturday",8,12.9361111111111
"iOS","I'm protesting the @UnionLeader from having anything to do w/ ABC debate. Their unethical record doesn't give them the right to be involved!",23,FALSE,"positive","Saturday",8,13.0166666666667
"iOS","I will be interviewed by Chris Wallace on Fox tomorrow morning. Tune in!",13,FALSE,"anticipation","Saturday",8,19.2055555555555
"iOS","Will be on Meet the Press with @ChuckTodd tomorrow morning. Enjoy!",11,FALSE,"anticipation","Saturday",8,19.2119444444444
"iOS","I want to thank the people of Iowa for an unbelievable day. The crowds were amazing. Will be back Tuesday!",20,FALSE,"negative","Saturday",8,19.2175
"Android","Yesterday in Iowa was amazing - two speeches in front of two great sold out crowds. They love that I am the only candidate self-funding!",25,FALSE,"positive","Sunday",9,13.3991666666667
"Android","In the just out @FoxNews Poll, I easily beat Hillary Clinton - and I havn't even focused on her yet. On our way: MAKE AMERICA GREAT AGAIN!",27,FALSE,"trust","Sunday",9,13.4816666666667
"Android","Heading now for Reno, Nevada, for a big rally. Good poll numberd all over!",14,FALSE,"trust","Sunday",9,13.5297222222222
"iOS","Remember, get TIME magazine! I am on the cover. Take it out in 4 years and read it again! Just watch...",21,FALSE,"anticipation","Sunday",9,15.2583333333333
"iOS","I am pleased to announce that I had the Union Leader removed from the upcoming debate. https://t.co/DL8hDPzHoi",17,TRUE,"positive","Sunday",9,16.0913888888889
"iOS","If their highly unethical behavior, including begging me for ads, isn’t questionable enough, they have endorsed a candidate who can’t win.",21,FALSE,"negative","Sunday",9,16.1019444444445
"iOS","This is really unfair and a conflict for all the other candidates. I said it should not be allowed and ABC agreed.",22,FALSE,"anger","Sunday",9,16.1072222222222
"iOS","UL has lost all credibility under Joe McQuaid w circulation dropping to record lows. They aren't worthy of representing the great people NH.",23,FALSE,"positive","Sunday",9,16.1133333333333
"iOS","Union Leader refuses to comment as to why they were kicked out of the ABC News debate like a dog. For starters, try getting a new publisher!",27,FALSE,"positive","Sunday",9,18.3852777777778
"iOS","Thank you to our law enforcement officers! #LESM #Trump2016 https://t.co/sfuuVrx33E",10,TRUE,"negative","Sunday",9,19.0497222222222
"iOS","Why does @ThisWeekABC w/ @GStephanopoulos allow a hater &amp; racist like @tavissmiley to waste good airtime? @ABC can do much better than him!",23,FALSE,"disgust","Monday",10,9.27666666666666
"iOS","Congratulations to my friend @TheSlyStallone on winning a #GoldenGlobe. A wonderful guy- who has created something special- well deserved!",19,FALSE,"positive","Monday",10,9.30944444444445
"iOS","Great job on Fox this morning @KatiePavlich. I am sending out for your book immediately. Thank you very much!",19,FALSE,"positive","Monday",10,9.69777777777779
"iOS","So professional of @ABC news to throw out the failing @UnionLeader newspaper from their debate. Paper won't survive, highly unethical!",20,FALSE,"positive","Monday",10,10.1547222222222
"iOS","Just arrived in New Hampshire. Thank you to all of my supporters!
#MakeAmericaGreatAgain #Trump2016 https://t.co/KSguIhkIwa",14,TRUE,NA,"Monday",10,10.68
"iOS","Congratulations to @jdickerson of Face the Nation on his highest ratings in 15 years. 4.6 million people watched my interview! Thank you!",22,FALSE,"trust","Monday",10,14.1666666666667
"iOS",".@RinglingBros is retiring their elephants-- the circus will never be the same.",12,FALSE,NA,"Monday",10,14.1813888888889
"iOS","New Iowa poll. Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/19sshZ8dSu",7,TRUE,"trust","Monday",10,14.7247222222222
"iOS","Will be on @FallonTonight with @JimmyFallon on @NBC at 11:35pmE. Enjoy! #Trump2016 https://t.co/Z9zbKfXJqb",13,TRUE,"anticipation","Monday",10,17.9213888888889
"Android","Thank you Michael Harrison @Talkersmagazine for your kind words - greatly appreciated!",12,FALSE,"anger","Monday",10,20.7702777777778
"Android",".@MajorCBS Major Garrett of @CBSNews covers me very inaccurately. Total agenda, bad reporter!",13,FALSE,"positive","Monday",10,20.8330555555555
"Android","Face The Nation's interview of me was the highest rated show that they have had in 15 years. Congratulations and WOW!  @CBSNews @jdickerson",24,FALSE,NA,"Monday",10,21.7136111111111
"Android","Don't forget to watch The Tonight Show with the wonderful @jimmyfallon at 11:30 P.M. You will not be disappointed!  @NBC",21,FALSE,"negative","Monday",10,21.8325
"Android","Fantastic job on @CNN  tonight. @kayleighmcenany is a winner! @donlemon",11,FALSE,"positive","Monday",10,22.5713888888889
"Android",".@stuartpstevens horrible advise to Mitt Romney made victory an impossibility. Don't blame Mitt! Now Stevens can't get a job!",19,FALSE,"positive","Monday",10,23.3213888888889
"Android","The Tonight Show begins in 5 minutes. Enjoy!",8,FALSE,"anticipation","Monday",10,23.3830555555556
"iOS","THANK YOU! #Trump2016 https://t.co/QmDcCKppEu",4,TRUE,NA,"Tuesday",11,10.1161111111111
"iOS","Such a serious problem for Ted &amp; the GOP. Great doubt, Dems will sue! Let's all work together to solve this problem. https://t.co/cNl6dmFb6q",23,TRUE,"negative","Tuesday",11,15.4769444444444
"iOS","Another new Iowa poll just released. Thank you! #IACaucus #FITN https://t.co/RGkrruqpM7",11,TRUE,"trust","Tuesday",11,16.7394444444444
"iOS","New CBS poll. #Trump2016
https://t.co/sFPRHHeLbd",4,TRUE,"trust","Tuesday",11,21.9372222222222
"iOS","The Iran deal is terrible. Why didn't we get the uranium stockpile - it was sent to Russia. #SOTU",19,FALSE,"anger","Tuesday",11,21.9947222222222
"iOS","The #SOTU speech is really boring, slow, lethargic - very hard to watch!",13,FALSE,"anticipation","Tuesday",11,22.0861111111111
"iOS","Just found out that @tedcruz is spending a fortune on Iowa push polls negative to me. Not nice, but OK! New polls are great.",24,FALSE,"joy","Tuesday",11,23.4177777777778
"Android","The State Of The Union speech was one of the most boring, rambling and non-substantive I have heard in a long time. New leadership fast!",25,FALSE,"negative","Tuesday",11,23.54
"Android","Numerous polls have me beating Hillary Clinton. In a race with her, voter turnout will be the highest in U.S. history-I get most new voters!",25,FALSE,"anger","Wednesday",12,0.774166666666673
"Android","Iran toys with U.S. days before we pay them, ridiculously, billions of dollars. Don't release money. We want our hostages back NOW!",22,FALSE,"anticipation","Wednesday",12,7.16500000000001
"iOS","Thank you for your support last night, Iowa! #VoteTrump #Trump2016 #IACaucus #FITN #IAPolitics https://t.co/xRvznATrU7",14,TRUE,NA,"Wednesday",12,8.90777777777778
"Android","Sadly, there is no way that Ted Cruz can continue running in the Republican Primary unless he can erase doubt on eligibility. Dems will sue!",25,FALSE,"negative","Wednesday",12,9.44027777777777
"iOS","My nomination would increase voter turnout. #VoteTrump 
#MakeAmericaGreatAgain #Trump2016
https://t.co/6kjCaStCjG",9,TRUE,"positive","Wednesday",12,13.3463888888889
"iOS","Thank you! #VoteTrump
https://t.co/g7eeySMUdl",3,TRUE,NA,"Wednesday",12,13.3722222222222
"iOS","THANK YOU, IOWA! Highly respected @OANN @GravisMarketing poll just released. #VoteTrump #IowaCaucus https://t.co/Ecs9XYXaXL",13,TRUE,"trust","Wednesday",12,14.3416666666667
"iOS","THANK YOU! #VoteTrump 
https://t.co/y7pnMqCs7j",4,TRUE,NA,"Wednesday",12,14.8286111111111
"iOS",".@EricTrump- unbelievable job on #FoxNews with @greta. That was better than I could do! #Trump2016",15,FALSE,"negative","Wednesday",12,19.8288888888889
"iOS","Why does @CNN &amp; @andersoncooper waste airtime by putting failed campaign strategist, Stuart Stevens - who lost BIG for Romney - on the show?",24,FALSE,"negative","Wednesday",12,23.4219444444444
"iOS","Stuart Stevens is a dumb guy who fails @ virtually everything he touches. Romney campaign,his book,etc. Why does @andersoncooper put him on?",22,FALSE,"negative","Thursday",13,0.761388888888902
"iOS","Iran humiliated the United States with the capture of our 10 sailors. Horrible pictures &amp; images. We are weak. I will NOT forget!",23,FALSE,"negative","Thursday",13,0.761388888888902
"iOS","United States looks more and more like a paper tiger. Won't be that way if I win!",17,FALSE,"positive","Thursday",13,0.771666666666675
"iOS",".@TheBrodyFile: ""Trump's appeal to evangelicals is real"" #Trump2016 https://t.co/Xb04Quqj1M https://t.co/3xdEXZV5Ge",10,TRUE,"anticipation","Thursday",13,13.7147222222222
"Android","Do you think Iran would have acted so tough if they were Russian sailors? Our country was humiliated.",18,FALSE,"negative","Thursday",13,14.4211111111111
"iOS","WSJ/NBC Poll: Donald Trump Widens His Lead in Republican Presidential Race. #Trump2016 https://t.co/r2i8FHPjB4",13,TRUE,"positive","Thursday",13,18.5833333333333
"Android","Jeb Bush, who did poorly last night in the debate and whose chances of winning are zero, just got Graham endorsement. Graham quit at O.",25,FALSE,"negative","Friday",14,10.2858333333333
"Android","Sen. Lindsey Graham embarrassed himself with his failed run for President and now further embarrasses himself with endorsement of Bush.",20,FALSE,"positive","Friday",14,10.5105555555556
"iOS","Top searched candidate by state, as seen in the #GOPDebate media filing center. WE WILL MAKE AMERICA GREAT AGAIN! https://t.co/nwKPRmWFNr",20,TRUE,"positive","Friday",14,14.7611111111111
"Android","Jusr watched  #HarveyPitt on @TeamCavuto - he was great!",10,FALSE,NA,"Friday",14,16.1111111111111
"Android",".@GeraldoRivera  Thank you Geraldo for your nice words on @oreillyfactor tonight. You are a true champion! Thank @ericbolling - great guy!",22,FALSE,"joy","Friday",14,20.6861111111111
"Android","Just got back from Iowa - had a great time with amazing people. Will be back soon!",17,FALSE,"anticipation","Friday",14,20.7652777777778
"Android",".@oreillyfactor please explain to the very dumb and failing @glennbeck that I supported John McCain big league in 2008, not Obama!",21,FALSE,"negative","Friday",14,21.0366666666667
"Android",".@FrankLuntz is a total clown. Has zero credibility!  @FoxNews  @megynkelly",12,FALSE,"positive","Friday",14,21.3144444444444
"Android","More radical Islam attacks today - it never ends! Strengthen the borders, we must be vigilant and smart. No more being politically correct.",23,FALSE,"positive","Friday",14,21.7894444444444
"Android","Ted Cruz was born in Canada and was a Canadian citizen until 15 months ago. Lawsuits have just been filed with more to follow. I told you so",28,FALSE,"positive","Saturday",15,6.67027777777777
"Android","Ted Cruz said he ""didn't know"" that he was a Canadian Citizen. He also FORGOT to file his Goldman Sachs Million $ loan papers.Not believable",25,FALSE,"positive","Saturday",15,6.81722222222224
"Android","Was there another loan that Ted Cruz FORGOT to file. Goldman Sachs owns him, he will do anything they demand. Not much of a reformer!",25,FALSE,"anger","Saturday",15,6.87944444444445
"Android","The Ted Cruz wiseguy apology to the people of New York is a disgrace. Remember, his wife's employer, and his lender, is located there!",24,FALSE,"anger","Saturday",15,7.21250000000001
"Android","Oh no, just reported that Ted Cruz didn't report another loan, this one from Citi. Wow, no wonder banks do so well in the U.S. Senate.",26,FALSE,"trust","Saturday",15,7.29222222222224
"Android","Based on the fact that Ted Cruz was born in Canada and is therefore a ""natural born Canadian,"" did he borrow unreported loans from C banks?",26,FALSE,NA,"Saturday",15,7.38333333333333
"Android","Ted Cruz purposely, and illegally, did not list on his personal disclosure form personally guaranteed loans from banks. They own him!",21,FALSE,"trust","Saturday",15,8.51944444444445
"iOS","Great new numbers. Thank you! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/Z1lQdxQvRL https://t.co/GFYNUWWCYn",8,TRUE,NA,"Saturday",15,8.715
"iOS","Ted is the ultimate hypocrite. Says one thing for money, does another for votes. 
https://t.co/hxdfy0mjVw",15,TRUE,"anticipation","Saturday",15,11.1911111111111
"iOS","If Ted Cruz is so opposed to gay marriage, why did he accept money from people who espouse gay marriage?",20,FALSE,"anticipation","Saturday",15,13.3508333333333
"iOS","Everybody that loves the people of New York, and all they have been thru, should get hypocrites like Ted Cruz out of politics!",23,FALSE,"anger","Saturday",15,13.3777777777778
"iOS","When will @TedCruz give all the New York based campaign contributions back to the special interests that control him.",19,FALSE,"joy","Saturday",15,13.3905555555555
"iOS","Greatly dishonest of @TedCruz to file a financial disclosure form &amp; not list his lending banks- then pretend he is going to clean up Wall St",26,FALSE,"negative","Saturday",15,13.4483333333334
"iOS","Departing NH now- great morning with record crowd in Portsmouth- in a snow storm! Thank you! https://t.co/m98wooUwsG https://t.co/izBMhEZolh",18,TRUE,"anger","Saturday",15,13.5275
"iOS","Wow! Ted Cruz received $487K in campaign contributions, $11M from a NY hedge fund mogul, &amp; $1M low int. loan from Goldman Sachs. Hypocrite",24,FALSE,"disgust","Saturday",15,14.5444444444445
"iOS","Is this the New York that Ted Cruz is talking about &amp; demeaning? https://t.co/rYGX9vazku",14,TRUE,NA,"Saturday",15,14.6586111111111
"iOS","Interesting read from Peggy Noonan. https://t.co/jAxIy8xseM",6,TRUE,NA,"Saturday",15,19.4302777777778
"Android","In Iran deal we get 4 prisoners. They get $150 billion, 7 most wanted and many off watch list. This will create great incentive for others!",26,FALSE,"anticipation","Sunday",16,8.86555555555552
"Android","Iran is going to buy 114 jetliners with a small part of the $150 billion we are giving them...but they won't buy from U.S., rather Airbus!",26,FALSE,"positive","Sunday",16,10.3627777777778
"iOS","Big announcement in Ames, Iowa on Tuesday! You will not want to miss this rally! #Trump2016 https://t.co/J2wyAfXdlz https://t.co/lErVfowpMX",18,TRUE,"anticipation","Sunday",16,12.7755555555555
"Android","Far more killed than anticipated in radical Islamic terror attack yesterday. Get tough and smart U.S., or we won't have a country anymore!",23,FALSE,"negative","Sunday",16,15.9597222222222
"Android","I am self-funding my campaign - putting up my own money, not controlled.  Cruz is spending $millions on ads paid for by his N.Y. bosses.",26,FALSE,"anger","Sunday",16,16.0963888888889
"iOS","Thank you @IvankaTrump for the kind words. I am very proud of the role model you are for so many. NH &amp; IA radio ad: https://t.co/NqJJVdapnG",26,TRUE,"positive","Monday",17,9.80055555555552
"iOS","Just a reminder that Ted Cruz supported liberal Justice John Roberts who gave us #Obamacare. https://t.co/gBnsNgomom",16,TRUE,"positive","Monday",17,9.84527777777774
"iOS","Leaving for Liberty University. I'll be speaking today in front of a record crowd. #Trump2016",15,FALSE,"anticipation","Monday",17,9.84972222222225
"iOS","A great morning with everyone @LibertyU! Thank you! Off to New Hampshire now. #Trump2016 
https://t.co/XUWGANbq8k https://t.co/aEMUMqSoWm",16,TRUE,NA,"Monday",17,12.8147222222222
"iOS","We launched a new series of #Trump2016 videos via Facebook. A new topic everyday! Watch: https://t.co/NXWNOcWZgc https://t.co/52E3LU3W77",17,TRUE,"anticipation","Monday",17,14.8488888888889
"iOS","I loved being at Liberty University today! Record setting crowd, unbelievable people! Thank you Jerry and Becki! https://t.co/YrLGb7wXyh",18,TRUE,"anticipation","Monday",17,18.7563888888889
"Android","Ted Cruz is falling in the polls. He is nervous. People are worried about his place of birth and his failure to report his loans from banks!",27,FALSE,"negative","Monday",17,20.8491666666667
"Android","I don't think Ted Cruz can even run for President until he can assure Republican voters that being born in Canada is not a problem. Doubt!",26,FALSE,"trust","Monday",17,20.9572222222222
"iOS",""".@TheBrodyFile Exclusive: @realDonaldTrump Says He Will Protect Evangelicals Better Than @tedcruz https://t.co/BLdnkYzMBE… #CBNNews #2016""",14,TRUE,"positive","Monday",17,21.6080555555555
"iOS",".@TheBrodyFile great job on @AC360. Thank you for the very smart and kind words!",14,FALSE,"anger","Monday",17,22.7375
"Android","Wow, new polls just out have Trump up and Cruz down - he is a nervous wreck!",17,FALSE,"fear","Tuesday",18,7.83361111111108
"iOS",".@tedcruz Conflicting Stances on Birthright Citizenship [14th Amendment] Gives #TeamTrump credit. https://t.co/0x2qed7174",12,TRUE,"negative","Tuesday",18,9.31583333333336
"iOS","Dope Frank Bruni said I called many people, including Karl Rove, losers-true! I never called my friend @HowardStern a loser- he’s a winner!",23,FALSE,"positive","Tuesday",18,9.74027777777775
"iOS","Really disgusting that the failing New York Times allows dishonest writers to totally fabricate stories.",15,FALSE,"negative","Tuesday",18,9.74527777777774
"iOS","On my way to Iowa- just received new national poll numbers. Thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/sQ9UEVW4Vp",15,TRUE,"positive","Tuesday",18,10.0747222222222
"iOS",".@FreeJesseJames- Just read your complete statement. You are an amazing guy &amp; I really appreciate your words &amp; support. I will see you soon!",24,FALSE,"anger","Tuesday",18,10.2858333333333
"iOS","Thank you Georgia! I appreciate all of your support. #Trump2016 https://t.co/oNbgRpjKDl",11,TRUE,NA,"Tuesday",18,10.37
"iOS","Thank you for your strong testimony when welcoming me to Liberty University, yesterday- @JerryJrFalwell. https://t.co/VJgj7AC5tE",15,TRUE,"anticipation","Tuesday",18,10.7888888888889
"iOS","In the just released SC poll I increased my lead by 4 points since last poll by same firm. Up by 14! Cruz dropped 3. https://t.co/qM4JUsyaqH",26,TRUE,"trust","Tuesday",18,11.3302777777778
"iOS","A true honor to receive the endorsement of John Wayne's daughter....read: https://t.co/X6jR0WVBvd https://t.co/1e6gk0PsQH",13,TRUE,"positive","Tuesday",18,13.1886111111111
"Android","Wow, the highly respected Governor of Iowa just stated that ""Ted Cruz must be defeated."" Big shoker! People do not like Ted.",22,FALSE,"negative","Tuesday",18,13.7975
"iOS","“Palin’s brand among evangelicals is as gold as the faucets in Trump tower,” said Ralph Reed, the chairman of the Faith &amp; Freedom Coalition.",24,FALSE,"positive","Tuesday",18,17.5855555555555
"iOS","#Trump2016 #MakeAmericaGreatAgain #ECONOMY - VIDEO: https://t.co/KrCUSYFPLb https://t.co/KsVYviVdc2",7,TRUE,"trust","Tuesday",18,20.81
"iOS","Judge Jeanine Slams GOP Establishment:
https://t.co/gEhfZ3NAhi",5,TRUE,NA,"Tuesday",18,20.8327777777778
"iOS","I am greatly honored to receive Sarah Palin's endorsement tonight. 
Video: https://t.co/4P7AMKI4iq https://t.co/bjTPvwM4nW",13,TRUE,NA,"Tuesday",18,23.0958333333334
"iOS","#MakeAmericaGreatAgain #Trump2016
LIFE CHANGING EXPERIENCE
Video: https://t.co/8kAswDS0bc https://t.co/0bSTLvq7V9",6,TRUE,NA,"Wednesday",19,8.67472222222221
"iOS","Great rally in Iowa! Such wonderful people. Traveling now with @SarahPalinUSA to Tulsa- massive crowd expected! https://t.co/gaK4KEbHOh",17,TRUE,"positive","Wednesday",19,10.8866666666667
"iOS","15K in OK! Had to turn away 5k, but we are coming back soon to take care of them! So much love in the crowd! Thanks! https://t.co/XsOeREiYuA",27,TRUE,"anticipation","Wednesday",19,15.8669444444444
"iOS","Thank you, Florida! #Trump2016 https://t.co/npcw1AN2ht",5,TRUE,NA,"Wednesday",19,17.7183333333333
"iOS","Thank you, New Hampshire! #FITN
#Trump2016 #NHPolitics https://t.co/3FkMZpaEdR",7,TRUE,NA,"Wednesday",19,17.7486111111111
"iOS","Bob Dole Warns of ‘Cataclysmic’ Losses With Ted Cruz, and Says Donald Trump Would Do Better via New York Times: https://t.co/txEaLrZ4uY",21,TRUE,"negative","Wednesday",19,18.6722222222222
"iOS","New CNN/WMUR New Hampshire poll just released. Thank you! #FITN #Trump2016 https://t.co/sZr9taU20G",12,TRUE,"trust","Wednesday",19,18.7077777777778
"Android","Wacko @glennbeck is a sad answer to the @SarahPalinUSA endorsement that Cruz so desperately wanted. Glenn is a failing, crying, lost soul!",22,FALSE,"negative","Thursday",20,8.71333333333331
"iOS","#MakeAmericaGreatAgain #Trump2016
UNIFYING THE NATION
Video: https://t.co/1ZWE5R183k https://t.co/Md10pL1wn8",6,TRUE,"trust","Thursday",20,8.87833333333333
"Android","So sad that @CNN and many others refused to show the massive crowd at the arena yesterday in Oklahoma. Dishonest reporting!",21,FALSE,"negative","Thursday",20,9.08166666666671
"Android","Sad sack @JebBush has just done another ad on me, with special interest money, saying I won't beat Hillary - I WILL. But he can't beat me.",27,FALSE,"joy","Thursday",20,9.32388888888892
"Android","Low energy candidate @JebBush has wasted $80 million on his failed presidential campaign. Millions spent on me. He should go home and relax!",23,FALSE,"negative","Thursday",20,9.54916666666671
"iOS","New Day on CNN treats me very badly. @AlisynCamerota is a disaster. Not going to watch anymore.",17,FALSE,"fear","Thursday",20,15.6025
"Android","Happy birthday to my friend, the great @jacknicklaus - a totally special guy!",13,FALSE,"joy","Thursday",20,15.6686111111111
